"order_id","contact_name","product_name","quantity","order_date"
10553,"Pirkko Koskitalo","Queso Cabrales",15,"1997-05-30"
10553,"Pirkko Koskitalo","Pavlova",14,"1997-05-30"
10553,"Pirkko Koskitalo","Gustaf's Knäckebröd",24,"1997-05-30"
10553,"Pirkko Koskitalo","Gorgonzola Telino",30,"1997-05-30"
10553,"Pirkko Koskitalo","Steeleye Stout",6,"1997-05-30"
10554,"Henriette Pfalzheim","Pavlova",30,"1997-05-30"
10554,"Henriette Pfalzheim","Tunnbröd",20,"1997-05-30"
10554,"Henriette Pfalzheim","Tarte au sucre",20,"1997-05-30"
10554,"Henriette Pfalzheim","Original Frankfurter grüne Soße",10,"1997-05-30"
10555,"Jose Pavarotti","Tofu",30,"1997-06-02"
10555,"Jose Pavarotti","Teatime Chocolate Biscuits",35,"1997-06-02"
10555,"Jose Pavarotti","Guaraná Fantástica",18,"1997-06-02"
10555,"Jose Pavarotti","Manjimup Dried Apples",20,"1997-06-02"
10555,"Jose Pavarotti","Gnocchi di nonna Alice",40,"1997-06-02"
10556,"Jytte Petersen","Mozzarella di Giovanni",24,"1997-06-03"
10557,"Renate Messner","Wimmers gute Semmelknödel",30,"1997-06-03"
10557,"Renate Messner","Rhönbräu Klosterbier",20,"1997-06-03"
10558,"Thomas Hardy","Zaanse koeken",25,"1997-06-04"
10558,"Thomas Hardy","Manjimup Dried Apples",20,"1997-06-04"
10558,"Thomas Hardy","Filo Mix",30,"1997-06-04"
10558,"Thomas Hardy","Perth Pasties",18,"1997-06-04"
10558,"Thomas Hardy","Röd Kaviar",3,"1997-06-04"
10559,"Frédérique Citeaux","Jack's New England Clam Chowder",12,"1997-06-05"
10559,"Frédérique Citeaux","Pâté chinois",18,"1997-06-05"
10560,"Peter Franken","Nord-Ost Matjeshering",20,"1997-06-06"
10560,"Peter Franken","Tarte au sucre",15,"1997-06-06"
10561,"Maria Larsson","Gula Malacca",10,"1997-06-06"
10561,"Maria Larsson","Manjimup Dried Apples",50,"1997-06-06"
10562,"Maurizio Moroni","Geitost",20,"1997-06-09"
10562,"Maurizio Moroni","Tarte au sucre",10,"1997-06-09"
10563,"Janete Limeira","Inlagd Sill",25,"1997-06-10"
10563,"Janete Limeira","Filo Mix",70,"1997-06-10"
10564,"Paula Wilson","Alice Mutton",16,"1997-06-10"
10564,"Paula Wilson","Gorgonzola Telino",6,"1997-06-10"
10564,"Paula Wilson","Pâté chinois",25,"1997-06-10"
10565,"Jean Fresnière","Guaraná Fantástica",25,"1997-06-11"
10565,"Jean Fresnière","Wimmers gute Semmelknödel",18,"1997-06-11"
10566,"Frédérique Citeaux","Queso Cabrales",35,"1997-06-12"
10566,"Frédérique Citeaux","Carnarvon Tigers",18,"1997-06-12"
10566,"Frédérique Citeaux","Lakkalikööri",10,"1997-06-12"
10567,"Patricia McKenna","Gorgonzola Telino",60,"1997-06-12"
10567,"Patricia McKenna","Manjimup Dried Apples",3,"1997-06-12"
10567,"Patricia McKenna","Raclette Courdavault",40,"1997-06-12"
10568,"Eduardo Saavedra","Ikura",5,"1997-06-13"
10569,"Paula Wilson","Gorgonzola Telino",35,"1997-06-16"
10569,"Paula Wilson","Lakkalikööri",30,"1997-06-16"
10570,"Jean Fresnière","Queso Cabrales",15,"1997-06-17"
10570,"Jean Fresnière","Gnocchi di nonna Alice",60,"1997-06-17"
10571,"Roland Mendel","Tofu",11,"1997-06-17"
10571,"Roland Mendel","Singaporean Hokkien Fried Mee",28,"1997-06-17"
10572,"Christina Berglund","Pavlova",12,"1997-06-18"
10572,"Christina Berglund","Mascarpone Fabioli",10,"1997-06-18"
10572,"Christina Berglund","Boston Crab Meat",50,"1997-06-18"
10572,"Christina Berglund","Rhönbräu Klosterbier",15,"1997-06-18"
10573,"Antonio Moreno","Alice Mutton",18,"1997-06-19"
10573,"Antonio Moreno","Sasquatch Ale",40,"1997-06-19"
10573,"Antonio Moreno","Perth Pasties",25,"1997-06-19"
10574,"Helvetius Nagy","Geitost",14,"1997-06-19"
10574,"Helvetius Nagy","Boston Crab Meat",2,"1997-06-19"
10574,"Helvetius Nagy","Tarte au sucre",10,"1997-06-19"
10574,"Helvetius Nagy","Wimmers gute Semmelknödel",6,"1997-06-19"
10575,"Alexander Feuer","Raclette Courdavault",12,"1997-06-20"
10575,"Alexander Feuer","Vegie-spread",6,"1997-06-20"
10575,"Alexander Feuer","Mozzarella di Giovanni",30,"1997-06-20"
10575,"Alexander Feuer","Lakkalikööri",10,"1997-06-20"
10576,"Miguel Angel Paolino","Chai",10,"1997-06-23"
10576,"Miguel Angel Paolino","Gorgonzola Telino",20,"1997-06-23"
10576,"Miguel Angel Paolino","Gula Malacca",21,"1997-06-23"
10577,"Helvetius Nagy","Chartreuse verte",10,"1997-06-23"
10577,"Helvetius Nagy","Rhönbräu Klosterbier",20,"1997-06-23"
10577,"Helvetius Nagy","Original Frankfurter grüne Soße",18,"1997-06-23"
10578,"Victoria Ashworth","Steeleye Stout",20,"1997-06-24"
10578,"Victoria Ashworth","Ravioli Angelo",6,"1997-06-24"
10579,"Jaime Yorres","Genen Shouyu",10,"1997-06-25"
10579,"Jaime Yorres","Rhönbräu Klosterbier",21,"1997-06-25"
10580,"Henriette Pfalzheim","Tofu",15,"1997-06-26"
10580,"Henriette Pfalzheim","Jack's New England Clam Chowder",9,"1997-06-26"
10580,"Henriette Pfalzheim","Louisiana Fiery Hot Pepper Sauce",30,"1997-06-26"
10581,"Aria Cruz","Rhönbräu Klosterbier",50,"1997-06-26"
10582,"Hanna Moos","Ravioli Angelo",4,"1997-06-27"
10582,"Hanna Moos","Lakkalikööri",14,"1997-06-27"
10583,"Pirkko Koskitalo","Thüringer Rostbratwurst",10,"1997-06-30"
10583,"Pirkko Koskitalo","Camembert Pierrot",24,"1997-06-30"
10583,"Pirkko Koskitalo","Gudbrandsdalsost",10,"1997-06-30"
10584,"Frédérique Citeaux","Gorgonzola Telino",50,"1997-06-30"
10585,"Paula Parente","Zaanse koeken",15,"1997-07-01"
10586,"Maurizio Moroni","Filo Mix",4,"1997-07-02"
10587,"Bernardo Batista","Gumbär Gummibärchen",6,"1997-07-02"
10587,"Bernardo Batista","Steeleye Stout",20,"1997-07-02"
10587,"Bernardo Batista","Original Frankfurter grüne Soße",20,"1997-07-02"
10588,"Horst Kloss","Carnarvon Tigers",40,"1997-07-03"
10588,"Horst Kloss","Singaporean Hokkien Fried Mee",100,"1997-07-03"
10589,"Howard Snyder","Steeleye Stout",4,"1997-07-04"
10590,"Jean Fresnière","Chai",20,"1997-07-07"
10590,"Jean Fresnière","Original Frankfurter grüne Soße",60,"1997-07-07"
10591,"Palle Ibsen","Aniseed Syrup",14,"1997-07-07"
10591,"Palle Ibsen","Uncle Bob's Organic Dried Pears",10,"1997-07-07"
10591,"Palle Ibsen","Tourtière",50,"1997-07-07"
10592,"Renate Messner","Genen Shouyu",25,"1997-07-08"
10592,"Renate Messner","Gumbär Gummibärchen",5,"1997-07-08"
10593,"Renate Messner","Sir Rodney's Marmalade",21,"1997-07-09"
10593,"Renate Messner","Gudbrandsdalsost",20,"1997-07-09"
10593,"Renate Messner","Lakkalikööri",4,"1997-07-09"
10594,"Rene Phillips","Filo Mix",24,"1997-07-09"
10594,"Rene Phillips","Escargots de Bourgogne",30,"1997-07-09"
10595,"Roland Mendel","Steeleye Stout",30,"1997-07-10"
10595,"Roland Mendel","Sirop d'érable",120,"1997-07-10"
10595,"Roland Mendel","Gudbrandsdalsost",65,"1997-07-10"
10596,"Karl Jablonski","Gnocchi di nonna Alice",5,"1997-07-11"
10596,"Karl Jablonski","Vegie-spread",24,"1997-07-11"
10596,"Karl Jablonski","Rhönbräu Klosterbier",30,"1997-07-11"
10597,"Georg Pipps","Guaraná Fantástica",35,"1997-07-11"
10597,"Georg Pipps","Ravioli Angelo",20,"1997-07-11"
10597,"Georg Pipps","Louisiana Fiery Hot Pepper Sauce",12,"1997-07-11"
10598,"Paula Wilson","Schoggi Schokolade",50,"1997-07-14"
10598,"Paula Wilson","Flotemysost",9,"1997-07-14"
10599,"Victoria Ashworth","Tarte au sucre",10,"1997-07-15"
10600,"Yoshi Latimer","Tourtière",4,"1997-07-16"
10600,"Yoshi Latimer","Röd Kaviar",30,"1997-07-16"
10601,"Carlos Hernández","Konbu",60,"1997-07-16"
10601,"Carlos Hernández","Raclette Courdavault",35,"1997-07-16"
10602,"Palle Ibsen","Original Frankfurter grüne Soße",5,"1997-07-17"
10603,"Jose Pavarotti","Gustaf's Knäckebröd",48,"1997-07-18"
10603,"Jose Pavarotti","Maxilaku",25,"1997-07-18"
10604,"Lino Rodriguez","Chocolade",6,"1997-07-18"
10604,"Lino Rodriguez","Lakkalikööri",10,"1997-07-18"
10605,"Jean Fresnière","Pavlova",30,"1997-07-21"
10605,"Jean Fresnière","Raclette Courdavault",20,"1997-07-21"
10605,"Jean Fresnière","Camembert Pierrot",70,"1997-07-21"
10605,"Jean Fresnière","Flotemysost",15,"1997-07-21"
10606,"Anabela Domingues","Chef Anton's Cajun Seasoning",20,"1997-07-22"
10606,"Anabela Domingues","Pâté chinois",20,"1997-07-22"
10606,"Anabela Domingues","Tarte au sucre",10,"1997-07-22"
10607,"Jose Pavarotti","Uncle Bob's Organic Dried Pears",45,"1997-07-22"
10607,"Jose Pavarotti","Alice Mutton",100,"1997-07-22"
10607,"Jose Pavarotti","Geitost",14,"1997-07-22"
10607,"Jose Pavarotti","Boston Crab Meat",42,"1997-07-22"
10607,"Jose Pavarotti","Mozzarella di Giovanni",12,"1997-07-22"
10608,"Karin Josephs","Gnocchi di nonna Alice",28,"1997-07-23"
10609,"Janine Labrune","Chai",3,"1997-07-24"
10609,"Janine Labrune","Ikura",10,"1997-07-24"
10609,"Janine Labrune","Sir Rodney's Scones",6,"1997-07-24"
10610,"Annette Roulet","Inlagd Sill",21,"1997-07-25"
10611,"Zbyszek Piestrzeniewicz","Chai",6,"1997-07-25"
10611,"Zbyszek Piestrzeniewicz","Chang",10,"1997-07-25"
10611,"Zbyszek Piestrzeniewicz","Camembert Pierrot",15,"1997-07-25"
10612,"Jose Pavarotti","Ikura",70,"1997-07-28"
10612,"Jose Pavarotti","Inlagd Sill",55,"1997-07-28"
10612,"Jose Pavarotti","Maxilaku",18,"1997-07-28"
10612,"Jose Pavarotti","Camembert Pierrot",40,"1997-07-28"
10612,"Jose Pavarotti","Lakkalikööri",80,"1997-07-28"
10613,"Carlos Hernández","Konbu",8,"1997-07-29"
10613,"Carlos Hernández","Rhönbräu Klosterbier",40,"1997-07-29"
10614,"Hanna Moos","Queso Cabrales",14,"1997-07-29"
10614,"Hanna Moos","Sir Rodney's Scones",8,"1997-07-29"
10614,"Hanna Moos","Chartreuse verte",5,"1997-07-29"
10615,"Matti Karttunen","Pâté chinois",5,"1997-07-30"
10616,"Howard Snyder","Côte de Blaye",15,"1997-07-31"
10616,"Howard Snyder","Gnocchi di nonna Alice",14,"1997-07-31"
10616,"Howard Snyder","Outback Lager",15,"1997-07-31"
10616,"Howard Snyder","Flotemysost",15,"1997-07-31"
10617,"Howard Snyder","Raclette Courdavault",30,"1997-07-31"
10618,"Jean Fresnière","Grandma's Boysenberry Spread",70,"1997-08-01"
10618,"Jean Fresnière","Gnocchi di nonna Alice",20,"1997-08-01"
10618,"Jean Fresnière","Scottish Longbreads",15,"1997-08-01"
10619,"Jean Fresnière","Sir Rodney's Scones",42,"1997-08-04"
10619,"Jean Fresnière","Gustaf's Knäckebröd",40,"1997-08-04"
10620,"Yoshi Tannamuri","Guaraná Fantástica",5,"1997-08-05"
10620,"Yoshi Tannamuri","Filo Mix",5,"1997-08-05"
10621,"Helen Bennett","Teatime Chocolate Biscuits",5,"1997-08-05"
10621,"Helen Bennett","Tunnbröd",10,"1997-08-05"
10621,"Helen Bennett","Outback Lager",20,"1997-08-05"
10621,"Helen Bennett","Flotemysost",15,"1997-08-05"
10622,"Janete Limeira","Chang",20,"1997-08-06"
10622,"Janete Limeira","Scottish Longbreads",18,"1997-08-06"
10623,"Peter Franken","Tofu",21,"1997-08-07"
10623,"Peter Franken","Teatime Chocolate Biscuits",15,"1997-08-07"
10623,"Peter Franken","Sir Rodney's Scones",25,"1997-08-07"
10623,"Peter Franken","Guaraná Fantástica",3,"1997-08-07"
10623,"Peter Franken","Steeleye Stout",30,"1997-08-07"
10624,"Liu Wong","Rössle Sauerkraut",10,"1997-08-07"
10624,"Liu Wong","Thüringer Rostbratwurst",6,"1997-08-07"
10624,"Liu Wong","Gula Malacca",10,"1997-08-07"
10625,"Ana Trujillo","Tofu",3,"1997-08-08"
10625,"Ana Trujillo","Singaporean Hokkien Fried Mee",5,"1997-08-08"
10625,"Ana Trujillo","Camembert Pierrot",10,"1997-08-08"
10626,"Christina Berglund","Perth Pasties",12,"1997-08-11"
10626,"Christina Berglund","Camembert Pierrot",20,"1997-08-11"
10626,"Christina Berglund","Flotemysost",20,"1997-08-11"
10627,"Jose Pavarotti","Tarte au sucre",15,"1997-08-11"
10627,"Jose Pavarotti","Röd Kaviar",35,"1997-08-11"
10628,"Frédérique Citeaux","Chai",25,"1997-08-12"
10629,"José Pedro Freyre","Thüringer Rostbratwurst",20,"1997-08-12"
10629,"José Pedro Freyre","Wimmers gute Semmelknödel",9,"1997-08-12"
10630,"Philip Cramer","Pâté chinois",12,"1997-08-13"
10630,"Philip Cramer","Lakkalikööri",35,"1997-08-13"
10631,"Annette Roulet","Rhönbräu Klosterbier",8,"1997-08-14"
10632,"Rita Müller","Chang",30,"1997-08-14"
10632,"Rita Müller","Geitost",20,"1997-08-14"
10633,"Roland Mendel","Queso Manchego La Pastora",36,"1997-08-15"
10633,"Roland Mendel","Konbu",13,"1997-08-15"
10633,"Roland Mendel","Gumbär Gummibärchen",35,"1997-08-15"
10633,"Roland Mendel","Tarte au sucre",80,"1997-08-15"
10634,"Martine Rancé","Uncle Bob's Organic Dried Pears",35,"1997-08-15"
10634,"Martine Rancé","Carnarvon Tigers",50,"1997-08-15"
10634,"Martine Rancé","Manjimup Dried Apples",15,"1997-08-15"
10634,"Martine Rancé","Rhönbräu Klosterbier",2,"1997-08-15"
10635,"Giovanni Rovelli","Chef Anton's Cajun Seasoning",10,"1997-08-18"
10635,"Giovanni Rovelli","Chef Anton's Gumbo Mix",15,"1997-08-18"
10635,"Giovanni Rovelli","Gustaf's Knäckebröd",40,"1997-08-18"
10636,"Pirkko Koskitalo","Chef Anton's Cajun Seasoning",25,"1997-08-19"
10636,"Pirkko Koskitalo","Escargots de Bourgogne",6,"1997-08-19"
10637,"Lúcia Carvalho","Queso Cabrales",10,"1997-08-19"
10637,"Lúcia Carvalho","Valkoinen suklaa",25,"1997-08-19"
10637,"Lúcia Carvalho","Gnocchi di nonna Alice",60,"1997-08-19"
10638,"Felipe Izquierdo","Rogede sild",20,"1997-08-20"
10638,"Felipe Izquierdo","Louisiana Fiery Hot Pepper Sauce",21,"1997-08-20"
10638,"Felipe Izquierdo","Mozzarella di Giovanni",60,"1997-08-20"
10639,"Jonas Bergulfsen","Carnarvon Tigers",8,"1997-08-20"
10640,"Rita Müller","Gudbrandsdalsost",20,"1997-08-21"
10640,"Rita Müller","Outback Lager",15,"1997-08-21"
10641,"Carlos Hernández","Chang",50,"1997-08-22"
10641,"Carlos Hernández","Boston Crab Meat",60,"1997-08-22"
10642,"Jytte Petersen","Sir Rodney's Scones",30,"1997-08-22"
10642,"Jytte Petersen","Sirop d'érable",20,"1997-08-22"
10643,"Maria Anders","Rössle Sauerkraut",15,"1997-08-25"
10643,"Maria Anders","Chartreuse verte",21,"1997-08-25"
10643,"Maria Anders","Spegesild",2,"1997-08-25"
10644,"Paula Parente","Carnarvon Tigers",4,"1997-08-25"
10644,"Paula Parente","Ipoh Coffee",20,"1997-08-25"
10644,"Paula Parente","Spegesild",21,"1997-08-25"
10645,"Mario Pontes","Carnarvon Tigers",20,"1997-08-26"
10645,"Mario Pontes","Inlagd Sill",15,"1997-08-26"
10646,"Patricia McKenna","Chai",15,"1997-08-27"
10646,"Patricia McKenna","Ikura",18,"1997-08-27"
10646,"Patricia McKenna","Flotemysost",30,"1997-08-27"
10646,"Patricia McKenna","Original Frankfurter grüne Soße",35,"1997-08-27"
10647,"Bernardo Batista","Teatime Chocolate Biscuits",30,"1997-08-27"
10647,"Bernardo Batista","Chartreuse verte",20,"1997-08-27"
10648,"Janete Limeira","Gustaf's Knäckebröd",15,"1997-08-28"
10648,"Janete Limeira","Guaraná Fantástica",15,"1997-08-28"
10649,"Catherine Dewey","Rössle Sauerkraut",20,"1997-08-28"
10649,"Catherine Dewey","Mozzarella di Giovanni",15,"1997-08-28"
10650,"Aria Cruz","Nord-Ost Matjeshering",30,"1997-08-29"
10650,"Aria Cruz","Perth Pasties",25,"1997-08-29"
10650,"Aria Cruz","Tourtière",30,"1997-08-29"
10651,"Rita Müller","Teatime Chocolate Biscuits",12,"1997-09-01"
10651,"Rita Müller","Gustaf's Knäckebröd",20,"1997-09-01"
10652,"André Fonseca","Nord-Ost Matjeshering",2,"1997-09-01"
10652,"André Fonseca","Singaporean Hokkien Fried Mee",20,"1997-09-01"
10653,"Peter Franken","Pavlova",30,"1997-09-02"
10653,"Peter Franken","Camembert Pierrot",20,"1997-09-02"
10654,"Christina Berglund","Chef Anton's Cajun Seasoning",12,"1997-09-02"
10654,"Christina Berglund","Chartreuse verte",20,"1997-09-02"
10654,"Christina Berglund","Tourtière",6,"1997-09-02"
10655,"Maurizio Moroni","Jack's New England Clam Chowder",20,"1997-09-03"
10656,"Howard Snyder","Tofu",3,"1997-09-04"
10656,"Howard Snyder","Gula Malacca",28,"1997-09-04"
10656,"Howard Snyder","Zaanse koeken",6,"1997-09-04"
10657,"Jose Pavarotti","Genen Shouyu",50,"1997-09-04"
10657,"Jose Pavarotti","Jack's New England Clam Chowder",24,"1997-09-04"
10657,"Jose Pavarotti","Spegesild",45,"1997-09-04"
10657,"Jose Pavarotti","Zaanse koeken",10,"1997-09-04"
10657,"Jose Pavarotti","Gnocchi di nonna Alice",45,"1997-09-04"
10657,"Jose Pavarotti","Camembert Pierrot",30,"1997-09-04"
10658,"Horst Kloss","Sir Rodney's Scones",60,"1997-09-05"
10658,"Horst Kloss","Boston Crab Meat",70,"1997-09-05"
10658,"Horst Kloss","Camembert Pierrot",55,"1997-09-05"
10658,"Horst Kloss","Original Frankfurter grüne Soße",70,"1997-09-05"
10659,"Lúcia Carvalho","Gorgonzola Telino",20,"1997-09-05"
10659,"Lúcia Carvalho","Boston Crab Meat",24,"1997-09-05"
10659,"Lúcia Carvalho","Outback Lager",40,"1997-09-05"
10660,"Yoshi Latimer","Sir Rodney's Marmalade",21,"1997-09-08"
10661,"Patricia McKenna","Chartreuse verte",3,"1997-09-09"
10661,"Patricia McKenna","Escargots de Bourgogne",49,"1997-09-09"
10662,"Fran Wilson","Scottish Longbreads",10,"1997-09-09"
10663,"Laurence Lebihan","Boston Crab Meat",30,"1997-09-10"
10663,"Laurence Lebihan","Singaporean Hokkien Fried Mee",30,"1997-09-10"
10663,"Laurence Lebihan","Manjimup Dried Apples",20,"1997-09-10"
10664,"Lino Rodriguez","Ikura",24,"1997-09-10"
10664,"Lino Rodriguez","Gnocchi di nonna Alice",12,"1997-09-10"
10664,"Lino Rodriguez","Louisiana Fiery Hot Pepper Sauce",15,"1997-09-10"
10665,"Fran Wilson","Manjimup Dried Apples",20,"1997-09-11"
10665,"Fran Wilson","Raclette Courdavault",1,"1997-09-11"
10665,"Fran Wilson","Lakkalikööri",10,"1997-09-11"
10666,"Michael Holz","Thüringer Rostbratwurst",36,"1997-09-12"
10666,"Michael Holz","Louisiana Fiery Hot Pepper Sauce",10,"1997-09-12"
10667,"Roland Mendel","Gudbrandsdalsost",45,"1997-09-12"
10667,"Roland Mendel","Flotemysost",14,"1997-09-12"
10668,"Rita Müller","Gorgonzola Telino",8,"1997-09-15"
10668,"Rita Müller","Pâté chinois",4,"1997-09-15"
10668,"Rita Müller","Wimmers gute Semmelknödel",15,"1997-09-15"
10669,"Jytte Petersen","Inlagd Sill",30,"1997-09-15"
10670,"Peter Franken","Tunnbröd",32,"1997-09-16"
10670,"Peter Franken","Spegesild",60,"1997-09-16"
10670,"Peter Franken","Laughing Lumberjack Lager",25,"1997-09-16"
10670,"Peter Franken","Röd Kaviar",50,"1997-09-16"
10670,"Peter Franken","Rhönbräu Klosterbier",25,"1997-09-16"
10671,"Carine Schmitt","Pavlova",10,"1997-09-17"
10671,"Carine Schmitt","Tarte au sucre",10,"1997-09-17"
10671,"Carine Schmitt","Louisiana Fiery Hot Pepper Sauce",12,"1997-09-17"
10672,"Christina Berglund","Côte de Blaye",15,"1997-09-17"
10672,"Christina Berglund","Flotemysost",12,"1997-09-17"
10673,"Matti Karttunen","Pavlova",3,"1997-09-18"
10673,"Matti Karttunen","Singaporean Hokkien Fried Mee",6,"1997-09-18"
10673,"Matti Karttunen","Ipoh Coffee",6,"1997-09-18"
10674,"Helen Bennett","Tunnbröd",5,"1997-09-18"
10675,"Peter Franken","Tofu",30,"1997-09-19"
10675,"Peter Franken","Perth Pasties",10,"1997-09-19"
10675,"Peter Franken","Escargots de Bourgogne",30,"1997-09-19"
10676,"Miguel Angel Paolino","Ikura",2,"1997-09-22"
10676,"Miguel Angel Paolino","Teatime Chocolate Biscuits",7,"1997-09-22"
10676,"Miguel Angel Paolino","Gula Malacca",21,"1997-09-22"
10677,"Antonio Moreno","Gumbär Gummibärchen",30,"1997-09-22"
10677,"Antonio Moreno","Geitost",8,"1997-09-22"
10678,"Jose Pavarotti","Queso Manchego La Pastora",100,"1997-09-23"
10678,"Jose Pavarotti","Geitost",30,"1997-09-23"
10678,"Jose Pavarotti","Jack's New England Clam Chowder",120,"1997-09-23"
10678,"Jose Pavarotti","Tourtière",30,"1997-09-23"
10679,"Frédérique Citeaux","Raclette Courdavault",12,"1997-09-23"
10680,"Rene Phillips","Pavlova",50,"1997-09-24"
10680,"Rene Phillips","Gorgonzola Telino",20,"1997-09-24"
10680,"Rene Phillips","Singaporean Hokkien Fried Mee",40,"1997-09-24"
10681,"Howard Snyder","Teatime Chocolate Biscuits",30,"1997-09-25"
10681,"Howard Snyder","Sir Rodney's Scones",12,"1997-09-25"
10681,"Howard Snyder","Wimmers gute Semmelknödel",28,"1997-09-25"
10682,"Antonio Moreno","Geitost",30,"1997-09-25"
10682,"Antonio Moreno","Louisiana Hot Spiced Okra",4,"1997-09-25"
10682,"Antonio Moreno","Rhönbräu Klosterbier",30,"1997-09-25"
10683,"Janine Labrune","Filo Mix",9,"1997-09-26"
10684,"Henriette Pfalzheim","Boston Crab Meat",20,"1997-09-26"
10684,"Henriette Pfalzheim","Zaanse koeken",40,"1997-09-26"
10684,"Henriette Pfalzheim","Camembert Pierrot",30,"1997-09-26"
10685,"André Fonseca","Ikura",20,"1997-09-29"
10685,"André Fonseca","Jack's New England Clam Chowder",4,"1997-09-29"
10685,"André Fonseca","Zaanse koeken",15,"1997-09-29"
10686,"Georg Pipps","Alice Mutton",30,"1997-09-30"
10686,"Georg Pipps","Gumbär Gummibärchen",15,"1997-09-30"
10687,"Patricia McKenna","Mishi Kobe Niku",50,"1997-09-30"
10687,"Patricia McKenna","Thüringer Rostbratwurst",10,"1997-09-30"
10687,"Patricia McKenna","Inlagd Sill",6,"1997-09-30"
10688,"Palle Ibsen","Ikura",18,"1997-10-01"
10688,"Palle Ibsen","Rössle Sauerkraut",60,"1997-10-01"
10688,"Palle Ibsen","Sasquatch Ale",14,"1997-10-01"
10689,"Christina Berglund","Chai",35,"1997-10-01"
10690,"Mario Pontes","Gnocchi di nonna Alice",20,"1997-10-02"
10690,"Mario Pontes","Original Frankfurter grüne Soße",30,"1997-10-02"
10691,"Horst Kloss","Chai",30,"1997-10-03"
10691,"Horst Kloss","Thüringer Rostbratwurst",40,"1997-10-03"
10691,"Horst Kloss","Ipoh Coffee",40,"1997-10-03"
10691,"Horst Kloss","Gula Malacca",24,"1997-10-03"
10691,"Horst Kloss","Tarte au sucre",48,"1997-10-03"
10692,"Maria Anders","Vegie-spread",20,"1997-10-03"
10693,"Karl Jablonski","Mishi Kobe Niku",6,"1997-10-06"
10693,"Karl Jablonski","Tourtière",60,"1997-10-06"
10693,"Karl Jablonski","Gudbrandsdalsost",30,"1997-10-06"
10693,"Karl Jablonski","Röd Kaviar",15,"1997-10-06"
10694,"Horst Kloss","Uncle Bob's Organic Dried Pears",90,"1997-10-06"
10694,"Horst Kloss","Raclette Courdavault",25,"1997-10-06"
10694,"Horst Kloss","Outback Lager",50,"1997-10-06"
10695,"Matti Karttunen","Northwoods Cranberry Sauce",10,"1997-10-07"
10695,"Matti Karttunen","Queso Manchego La Pastora",4,"1997-10-07"
10695,"Matti Karttunen","Guaraná Fantástica",20,"1997-10-07"
10696,"Karl Jablonski","Alice Mutton",20,"1997-10-08"
10696,"Karl Jablonski","Spegesild",18,"1997-10-08"
10697,"Felipe Izquierdo","Teatime Chocolate Biscuits",7,"1997-10-08"
10697,"Felipe Izquierdo","Steeleye Stout",9,"1997-10-08"
10697,"Felipe Izquierdo","Escargots de Bourgogne",30,"1997-10-08"
10697,"Felipe Izquierdo","Outback Lager",30,"1997-10-08"
10698,"Roland Mendel","Queso Cabrales",15,"1997-10-09"
10698,"Roland Mendel","Alice Mutton",8,"1997-10-09"
10698,"Roland Mendel","Thüringer Rostbratwurst",12,"1997-10-09"
10698,"Roland Mendel","Louisiana Fiery Hot Pepper Sauce",65,"1997-10-09"
10698,"Roland Mendel","Outback Lager",8,"1997-10-09"
10699,"Alexander Feuer","Zaanse koeken",12,"1997-10-09"
10700,"Jose Pavarotti","Chai",5,"1997-10-10"
10700,"Jose Pavarotti","Sasquatch Ale",12,"1997-10-10"
10700,"Jose Pavarotti","Scottish Longbreads",40,"1997-10-10"
10700,"Jose Pavarotti","Flotemysost",60,"1997-10-10"
10701,"Patricia McKenna","Raclette Courdavault",42,"1997-10-13"
10701,"Patricia McKenna","Flotemysost",20,"1997-10-13"
10701,"Patricia McKenna","Lakkalikööri",35,"1997-10-13"
10702,"Maria Anders","Aniseed Syrup",6,"1997-10-13"
10702,"Maria Anders","Lakkalikööri",15,"1997-10-13"
10703,"Maria Larsson","Chang",5,"1997-10-14"
10703,"Maria Larsson","Raclette Courdavault",35,"1997-10-14"
10703,"Maria Larsson","Röd Kaviar",35,"1997-10-14"
10704,"Lúcia Carvalho","Chef Anton's Cajun Seasoning",6,"1997-10-14"
10704,"Lúcia Carvalho","Guaraná Fantástica",35,"1997-10-14"
10704,"Lúcia Carvalho","Chocolade",24,"1997-10-14"
10705,"Carlos Hernández","Gorgonzola Telino",20,"1997-10-15"
10705,"Carlos Hernández","Mascarpone Fabioli",4,"1997-10-15"
10706,"Rene Phillips","Pavlova",20,"1997-10-16"
10706,"Rene Phillips","Ipoh Coffee",24,"1997-10-16"
10706,"Rene Phillips","Raclette Courdavault",8,"1997-10-16"
10707,"Thomas Hardy","Pâté chinois",21,"1997-10-16"
10707,"Thomas Hardy","Ravioli Angelo",40,"1997-10-16"
10707,"Thomas Hardy","Outback Lager",28,"1997-10-16"
10708,"Liz Nixon","Chef Anton's Gumbo Mix",4,"1997-10-17"
10708,"Liz Nixon","Inlagd Sill",5,"1997-10-17"
10709,"André Fonseca","Northwoods Cranberry Sauce",40,"1997-10-17"
10709,"André Fonseca","Manjimup Dried Apples",28,"1997-10-17"
10709,"André Fonseca","Camembert Pierrot",10,"1997-10-17"
10710,"Paolo Accorti","Teatime Chocolate Biscuits",5,"1997-10-20"
10710,"Paolo Accorti","Zaanse koeken",5,"1997-10-20"
10711,"Jose Pavarotti","Teatime Chocolate Biscuits",12,"1997-10-21"
